Report_ID,Ward_Number,Area_Location,Issue_Type,Severity,Submission_Date,Month_Year
ISSUE_00651,12.0,Unknown,Drainage Leakage,High,2023-03-10,2023-03
ISSUE_00652,12.0,Saibaba Colony,Pothole,Unknown,2023-05-15,2023-05
ISSUE_00653,12.0,Koundampalayam,Drainage Leakage,Low,2025-04-08,2025-04
ISSUE_00654,20.0,Ukkadam,Drainage Leakage,Unknown,2023-02-02,2023-02
ISSUE_00655,12.0,Podanur,Unknown,Low,2024-06-19,2024-06
ISSUE_00656,12.0,RS Puram,Garbage Dump,Medium,2023-10-22,2023-10
ISSUE_00657,12.0,Unknown,Drainage Leakage,High,2024-08-28,2024-08
ISSUE_00658,1.0,Unknown,Drainage Leakage,High,2024-06-29,2024-06
ISSUE_00659,12.0,Ganapathy,Street Light Issue,Unknown,2024-01-04,2024-01
ISSUE_00660,12.0,Unknown,Water Pipe Burst,Unknown,2024-03-16,2024-03
ISSUE_00661,19.0,Podanur,Pothole,Unknown,2024-08-22,2024-08
ISSUE_00662,20.0,Unknown,Garbage Dump,Low,2025-01-29,2025-01
ISSUE_00663,3.0,Unknown,Pothole,Medium,2023-11-11,2023-11
ISSUE_00664,17.0,Koundampalayam,Unknown,Unknown,2025-01-28,2025-01
ISSUE_00665,14.0,Gandhipuram,Drainage Leakage,Medium,2025-01-05,2025-01
ISSUE_00666,19.0,Ganapathy,Drainage Leakage,Medium,2023-04-04,2023-04
ISSUE_00667,12.0,Gandhipuram,Drainage Leakage,High,2025-02-11,2025-02
ISSUE_00668,12.0,Ganapathy,Drainage Leakage,Unknown,2024-08-23,2024-08
ISSUE_00669,15.0,Unknown,Pothole,Medium,2024-12-24,2024-12
ISSUE_00670,12.0,Gandhipuram,Street Light Issue,Medium,2023-02-20,2023-02
ISSUE_00671,12.0,Podanur,Unknown,Low,2023-11-18,2023-11
ISSUE_00672,12.0,RS Puram,Pothole,Unknown,2024-01-06,2024-01
ISSUE_00673,12.0,Ukkadam,Pothole,Medium,2024-04-25,2024-04
ISSUE_00674,12.0,Peelamedu,Water Pipe Burst,Unknown,2024-11-08,2024-11
ISSUE_00675,12.0,Ukkadam,Pothole,Low,2023-05-15,2023-05
ISSUE_00676,10.0,Koundampalayam,Street Light Issue,Unknown,2024-12-24,2024-12
ISSUE_00677,1.0,Koundampalayam,Unknown,Medium,2023-08-23,2023-08
ISSUE_00678,12.0,Ukkadam,Pothole,Unknown,2024-09-02,2024-09
ISSUE_00679,15.0,Peelamedu,Garbage Dump,Unknown,2025-03-18,2025-03
ISSUE_00680,7.0,Ukkadam,Garbage Dump,Unknown,2025-05-20,2025-05
ISSUE_00681,11.0,Saibaba Colony,Pothole,Unknown,2023-06-04,2023-06
ISSUE_00682,13.0,Peelamedu,Drainage Leakage,Medium,2025-07-08,2025-07
ISSUE_00683,12.0,Koundampalayam,Unknown,Unknown,2023-10-26,2023-10
ISSUE_00684,12.0,Gandhipuram,Street Light Issue,Low,2025-03-29,2025-03
ISSUE_00685,12.0,Podanur,Unknown,Medium,2025-04-03,2025-04
ISSUE_00686,12.0,Gandhipuram,Unknown,Unknown,2023-03-30,2023-03
ISSUE_00687,12.0,Saibaba Colony,Pothole,Medium,2023-04-15,2023-04
ISSUE_00688,12.0,RS Puram,Drainage Leakage,Low,2025-01-09,2025-01
ISSUE_00689,12.0,Unknown,Pothole,High,2023-02-09,2023-02
ISSUE_00690,13.0,Gandhipuram,Garbage Dump,Medium,2024-02-28,2024-02
ISSUE_00691,12.0,RS Puram,Drainage Leakage,Low,2025-06-04,2025-06
ISSUE_00692,4.0,Peelamedu,Water Pipe Burst,Unknown,2023-11-15,2023-11
ISSUE_00693,12.0,Unknown,Unknown,Medium,2023-10-04,2023-10
ISSUE_00694,9.0,Koundampalayam,Drainage Leakage,High,2023-10-30,2023-10
ISSUE_00695,7.0,Peelamedu,Water Pipe Burst,Unknown,2023-12-18,2023-12
ISSUE_00696,12.0,Podanur,Drainage Leakage,Unknown,2024-09-13,2024-09
ISSUE_00697,19.0,Koundampalayam,Street Light Issue,Unknown,2024-01-27,2024-01
ISSUE_00698,12.0,Gandhipuram,Garbage Dump,Medium,2025-02-27,2025-02
ISSUE_00699,12.0,Gandhipuram,Drainage Leakage,Unknown,2024-04-21,2024-04
ISSUE_00700,5.0,RS Puram,Unknown,Unknown,2023-01-05,2023-01
ISSUE_00701,12.0,Koundampalayam,Street Light Issue,Low,2023-09-22,2023-09
ISSUE_00702,11.0,Gandhipuram,Garbage Dump,Unknown,2024-12-24,2024-12
ISSUE_00703,20.0,Unknown,Street Light Issue,Unknown,2023-04-20,2023-04
ISSUE_00704,12.0,Koundampalayam,Garbage Dump,Unknown,2023-02-01,2023-02
ISSUE_00705,12.0,Peelamedu,Unknown,Unknown,2025-02-01,2025-02
ISSUE_00706,12.0,RS Puram,Pothole,High,2024-12-18,2024-12
ISSUE_00707,12.0,Koundampalayam,Water Pipe Burst,Medium,2023-06-12,2023-06
ISSUE_00708,7.0,Ukkadam,Street Light Issue,Unknown,2025-05-22,2025-05
ISSUE_00709,6.0,RS Puram,Water Pipe Burst,Medium,2023-10-24,2023-10
ISSUE_00710,12.0,Saibaba Colony,Garbage Dump,Medium,2024-10-22,2024-10
ISSUE_00711,9.0,Peelamedu,Water Pipe Burst,Unknown,2023-07-28,2023-07
ISSUE_00712,13.0,Ganapathy,Drainage Leakage,Unknown,2023-12-11,2023-12
ISSUE_00713,9.0,Peelamedu,Garbage Dump,Unknown,2024-10-09,2024-10
ISSUE_00714,1.0,Ukkadam,Pothole,Unknown,2024-12-08,2024-12
ISSUE_00715,12.0,Unknown,Unknown,Low,2023-03-01,2023-03
ISSUE_00716,16.0,Podanur,Unknown,Low,2025-01-13,2025-01
ISSUE_00717,12.0,Unknown,Drainage Leakage,Unknown,2024-10-12,2024-10
ISSUE_00718,12.0,RS Puram,Garbage Dump,Low,2023-06-11,2023-06
ISSUE_00719,12.0,Peelamedu,Street Light Issue,Unknown,2024-07-28,2024-07
ISSUE_00720,4.0,Unknown,Pothole,Unknown,2023-08-04,2023-08
ISSUE_00721,12.0,Peelamedu,Drainage Leakage,Medium,2025-05-03,2025-05
ISSUE_00722,12.0,Unknown,Water Pipe Burst,Unknown,2024-12-18,2024-12
ISSUE_00723,2.0,Unknown,Drainage Leakage,Unknown,2024-03-23,2024-03
ISSUE_00724,12.0,Koundampalayam,Street Light Issue,Unknown,2023-09-23,2023-09
ISSUE_00725,10.0,Koundampalayam,Drainage Leakage,Low,2023-10-27,2023-10
ISSUE_00726,12.0,Koundampalayam,Unknown,Unknown,2024-06-25,2024-06
ISSUE_00727,12.0,Unknown,Drainage Leakage,Low,2024-01-14,2024-01
ISSUE_00728,12.0,Unknown,Unknown,Medium,2025-02-04,2025-02
ISSUE_00729,9.0,Koundampalayam,Unknown,Low,2024-06-16,2024-06
ISSUE_00730,6.0,Unknown,Drainage Leakage,Unknown,2023-07-29,2023-07
ISSUE_00731,12.0,Podanur,Pothole,High,2023-12-25,2023-12
ISSUE_00732,12.0,RS Puram,Unknown,Medium,2025-05-30,2025-05
ISSUE_00733,2.0,Unknown,Unknown,High,2024-02-12,2024-02
ISSUE_00734,10.0,Gandhipuram,Unknown,Low,2023-09-23,2023-09
ISSUE_00735,12.0,Unknown,Drainage Leakage,Unknown,2024-03-25,2024-03
ISSUE_00736,12.0,Gandhipuram,Water Pipe Burst,Unknown,2025-05-30,2025-05
ISSUE_00737,12.0,Unknown,Street Light Issue,Unknown,2023-11-01,2023-11
ISSUE_00738,2.0,Ganapathy,Unknown,Unknown,2024-09-23,2024-09
ISSUE_00739,12.0,Saibaba Colony,Street Light Issue,Low,2023-07-10,2023-07
ISSUE_00740,1.0,RS Puram,Pothole,Unknown,2023-01-29,2023-01
ISSUE_00741,4.0,Unknown,Street Light Issue,High,2024-01-17,2024-01
ISSUE_00742,20.0,Saibaba Colony,Unknown,Medium,2024-01-18,2024-01
ISSUE_00743,12.0,Unknown,Unknown,High,2025-01-03,2025-01
ISSUE_00744,12.0,Unknown,Garbage Dump,Unknown,2024-07-20,2024-07
ISSUE_00745,12.0,Unknown,Drainage Leakage,Unknown,2023-04-20,2023-04
ISSUE_00746,5.0,RS Puram,Water Pipe Burst,Medium,2025-07-13,2025-07
ISSUE_00747,10.0,RS Puram,Water Pipe Burst,Low,2023-11-18,2023-11
ISSUE_00748,12.0,Unknown,Drainage Leakage,Low,2023-02-07,2023-02
ISSUE_00749,5.0,Saibaba Colony,Street Light Issue,Low,2024-08-20,2024-08
ISSUE_00750,7.0,RS Puram,Drainage Leakage,Unknown,2024-08-30,2024-08
ISSUE_00751,12.0,Ukkadam,Unknown,Unknown,2023-05-01,2023-05
ISSUE_00752,6.0,Koundampalayam,Unknown,Medium,2024-07-24,2024-07
ISSUE_00753,6.0,Gandhipuram,Unknown,Unknown,2023-06-18,2023-06
ISSUE_00754,12.0,Saibaba Colony,Pothole,High,2023-07-17,2023-07
ISSUE_00755,17.0,Saibaba Colony,Drainage Leakage,High,2024-06-09,2024-06
ISSUE_00756,18.0,Ukkadam,Unknown,Unknown,2025-02-07,2025-02
ISSUE_00757,6.0,Saibaba Colony,Garbage Dump,Unknown,2023-11-13,2023-11
ISSUE_00758,12.0,Gandhipuram,Unknown,High,2023-05-06,2023-05
ISSUE_00759,2.0,Podanur,Unknown,Medium,2023-12-28,2023-12
ISSUE_00760,18.0,Ganapathy,Unknown,Unknown,2023-07-22,2023-07
ISSUE_00761,12.0,RS Puram,Unknown,Unknown,2023-10-20,2023-10
ISSUE_00762,12.0,Ukkadam,Garbage Dump,Unknown,2023-09-17,2023-09
ISSUE_00763,12.0,Ganapathy,Unknown,High,2024-06-15,2024-06
ISSUE_00764,5.0,RS Puram,Drainage Leakage,Unknown,2023-04-29,2023-04
ISSUE_00765,12.0,Ganapathy,Pothole,Unknown,2025-05-29,2025-05
ISSUE_00766,11.0,Saibaba Colony,Unknown,Unknown,2025-03-04,2025-03
ISSUE_00767,12.0,Unknown,Unknown,Medium,2024-06-06,2024-06
ISSUE_00768,12.0,Saibaba Colony,Drainage Leakage,High,2025-06-18,2025-06
ISSUE_00769,12.0,RS Puram,Street Light Issue,Unknown,2025-07-20,2025-07
ISSUE_00770,12.0,Koundampalayam,Drainage Leakage,Medium,2025-01-29,2025-01
ISSUE_00771,12.0,Gandhipuram,Pothole,Medium,2023-05-13,2023-05
ISSUE_00772,13.0,Peelamedu,Street Light Issue,Low,2024-01-09,2024-01
ISSUE_00773,12.0,Peelamedu,Garbage Dump,Unknown,2024-10-31,2024-10
ISSUE_00774,16.0,Koundampalayam,Unknown,High,2025-02-11,2025-02
ISSUE_00775,12.0,Koundampalayam,Pothole,Unknown,2024-10-02,2024-10
ISSUE_00776,12.0,Unknown,Unknown,Unknown,2023-07-01,2023-07
ISSUE_00777,18.0,RS Puram,Pothole,High,2023-06-22,2023-06
ISSUE_00778,1.0,Koundampalayam,Unknown,High,2023-07-22,2023-07
ISSUE_00779,12.0,RS Puram,Pothole,Unknown,2024-11-29,2024-11
ISSUE_00780,12.0,Unknown,Drainage Leakage,Low,2023-03-24,2023-03
ISSUE_00781,2.0,RS Puram,Unknown,Low,2024-09-20,2024-09
ISSUE_00782,14.0,Unknown,Garbage Dump,Unknown,2024-05-25,2024-05
ISSUE_00783,4.0,Koundampalayam,Unknown,Low,2024-06-15,2024-06
ISSUE_00784,5.0,Podanur,Unknown,Unknown,2024-02-04,2024-02
ISSUE_00785,12.0,Gandhipuram,Garbage Dump,High,2023-10-09,2023-10
ISSUE_00786,6.0,Peelamedu,Unknown,Medium,2024-04-06,2024-04
ISSUE_00787,9.0,Saibaba Colony,Street Light Issue,High,2023-10-05,2023-10
ISSUE_00788,12.0,Saibaba Colony,Pothole,Unknown,2023-10-30,2023-10
ISSUE_00789,12.0,Gandhipuram,Unknown,Medium,2025-01-12,2025-01
ISSUE_00790,12.0,Podanur,Drainage Leakage,High,2025-06-11,2025-06
ISSUE_00791,3.0,Saibaba Colony,Drainage Leakage,Unknown,2023-12-02,2023-12
ISSUE_00792,6.0,RS Puram,Pothole,Low,2023-02-22,2023-02
ISSUE_00793,17.0,Unknown,Garbage Dump,Unknown,2023-11-23,2023-11
ISSUE_00794,19.0,Peelamedu,Garbage Dump,Unknown,2024-05-14,2024-05
ISSUE_00795,12.0,Ukkadam,Garbage Dump,Unknown,2025-07-01,2025-07
ISSUE_00796,12.0,RS Puram,Water Pipe Burst,Medium,2024-03-31,2024-03
ISSUE_00797,12.0,Unknown,Unknown,Unknown,2023-04-16,2023-04
ISSUE_00798,19.0,Podanur,Drainage Leakage,Unknown,2024-10-21,2024-10
ISSUE_00799,14.0,Unknown,Water Pipe Burst,Unknown,2024-03-11,2024-03
ISSUE_00800,12.0,Podanur,Water Pipe Burst,Unknown,2025-05-06,2025-05
ISSUE_00801,12.0,Saibaba Colony,Garbage Dump,Low,2023-11-25,2023-11
ISSUE_00802,12.0,Ganapathy,Street Light Issue,High,2023-07-08,2023-07
ISSUE_00803,4.0,Peelamedu,Pothole,Unknown,2023-10-26,2023-10
ISSUE_00804,10.0,Peelamedu,Drainage Leakage,Unknown,2023-02-27,2023-02
ISSUE_00805,6.0,Gandhipuram,Unknown,Unknown,2024-03-13,2024-03
ISSUE_00806,6.0,Saibaba Colony,Unknown,Low,2024-12-03,2024-12
ISSUE_00807,1.0,Koundampalayam,Unknown,Medium,2023-04-08,2023-04
ISSUE_00808,3.0,Podanur,Unknown,Unknown,2024-05-21,2024-05
ISSUE_00809,19.0,Koundampalayam,Pothole,Unknown,2025-06-22,2025-06
ISSUE_00810,11.0,Koundampalayam,Unknown,High,2025-04-28,2025-04
ISSUE_00811,19.0,Koundampalayam,Water Pipe Burst,Unknown,2024-11-18,2024-11
ISSUE_00812,20.0,Saibaba Colony,Drainage Leakage,High,2024-08-29,2024-08
ISSUE_00813,12.0,Saibaba Colony,Unknown,Medium,2023-04-15,2023-04
ISSUE_00814,12.0,Peelamedu,Water Pipe Burst,Unknown,2025-02-19,2025-02
ISSUE_00815,15.0,Gandhipuram,Drainage Leakage,Unknown,2024-12-04,2024-12
ISSUE_00816,9.0,Ganapathy,Drainage Leakage,High,2023-09-11,2023-09
ISSUE_00817,1.0,Ukkadam,Street Light Issue,Unknown,2023-08-16,2023-08
ISSUE_00818,5.0,RS Puram,Water Pipe Burst,Medium,2024-01-02,2024-01
ISSUE_00819,14.0,Ukkadam,Pothole,Unknown,2023-11-24,2023-11
ISSUE_00820,19.0,Unknown,Garbage Dump,High,2024-06-19,2024-06
ISSUE_00821,12.0,Podanur,Drainage Leakage,Unknown,2025-06-29,2025-06
ISSUE_00822,8.0,Unknown,Garbage Dump,High,2023-06-29,2023-06
ISSUE_00823,12.0,Saibaba Colony,Drainage Leakage,Low,2024-10-03,2024-10
ISSUE_00824,16.0,Koundampalayam,Pothole,Low,2024-06-06,2024-06
ISSUE_00825,1.0,Peelamedu,Unknown,Unknown,2025-06-12,2025-06
ISSUE_00826,12.0,Peelamedu,Pothole,Low,2024-07-24,2024-07
ISSUE_00827,5.0,Unknown,Unknown,High,2025-02-05,2025-02
ISSUE_00828,12.0,Saibaba Colony,Garbage Dump,Medium,2024-06-27,2024-06
ISSUE_00829,12.0,Ukkadam,Pothole,Medium,2023-09-30,2023-09
ISSUE_00830,14.0,Gandhipuram,Garbage Dump,Low,2025-02-13,2025-02
ISSUE_00831,12.0,Unknown,Pothole,High,2023-03-08,2023-03
ISSUE_00832,11.0,Ganapathy,Pothole,High,2024-04-18,2024-04
ISSUE_00833,12.0,Ganapathy,Street Light Issue,Unknown,2024-05-10,2024-05
ISSUE_00834,9.0,Podanur,Street Light Issue,Medium,2023-09-26,2023-09
ISSUE_00835,12.0,Saibaba Colony,Unknown,Low,2024-01-21,2024-01
ISSUE_00836,12.0,Koundampalayam,Water Pipe Burst,High,2025-07-06,2025-07
ISSUE_00837,12.0,Ukkadam,Water Pipe Burst,Unknown,2024-03-09,2024-03
ISSUE_00838,12.0,Ganapathy,Pothole,Medium,2024-09-07,2024-09
ISSUE_00839,12.0,Koundampalayam,Garbage Dump,High,2025-06-26,2025-06
ISSUE_00840,12.0,RS Puram,Drainage Leakage,Unknown,2024-06-06,2024-06
ISSUE_00841,12.0,Unknown,Unknown,Medium,2024-01-03,2024-01
ISSUE_00842,12.0,Unknown,Drainage Leakage,High,2023-12-11,2023-12
ISSUE_00843,19.0,Unknown,Pothole,Unknown,2024-10-29,2024-10
ISSUE_00844,1.0,Unknown,Pothole,Unknown,2024-07-05,2024-07
ISSUE_00845,6.0,Unknown,Drainage Leakage,High,2025-01-21,2025-01
ISSUE_00846,9.0,Saibaba Colony,Street Light Issue,Unknown,2023-12-28,2023-12
ISSUE_00847,12.0,RS Puram,Street Light Issue,Low,2023-07-02,2023-07
ISSUE_00848,13.0,Koundampalayam,Garbage Dump,Medium,2023-10-07,2023-10
ISSUE_00849,12.0,Ganapathy,Garbage Dump,Unknown,2024-02-19,2024-02
ISSUE_00850,12.0,Peelamedu,Garbage Dump,Unknown,2023-04-07,2023-04
ISSUE_00851,14.0,Gandhipuram,Water Pipe Burst,Unknown,2024-02-20,2024-02
ISSUE_00852,9.0,Podanur,Garbage Dump,Unknown,2023-02-11,2023-02
ISSUE_00853,12.0,Unknown,Unknown,High,2025-06-27,2025-06
ISSUE_00854,12.0,Ganapathy,Pothole,High,2023-10-23,2023-10
ISSUE_00855,13.0,RS Puram,Drainage Leakage,Unknown,2024-01-17,2024-01
ISSUE_00856,12.0,Koundampalayam,Drainage Leakage,High,2023-04-21,2023-04
ISSUE_00857,11.0,Ukkadam,Drainage Leakage,Unknown,2025-06-16,2025-06
ISSUE_00858,4.0,Unknown,Street Light Issue,Unknown,2024-04-19,2024-04
ISSUE_00859,9.0,Unknown,Pothole,High,2023-01-19,2023-01
ISSUE_00860,7.0,Unknown,Garbage Dump,Low,2023-05-22,2023-05
ISSUE_00861,12.0,Saibaba Colony,Water Pipe Burst,Unknown,2025-01-08,2025-01
ISSUE_00862,12.0,Unknown,Water Pipe Burst,Unknown,2023-10-23,2023-10
ISSUE_00863,12.0,Gandhipuram,Water Pipe Burst,High,2024-03-15,2024-03
ISSUE_00864,12.0,Unknown,Street Light Issue,Unknown,2024-08-21,2024-08
ISSUE_00865,2.0,Ukkadam,Street Light Issue,Unknown,2024-04-09,2024-04
ISSUE_00866,12.0,RS Puram,Water Pipe Burst,Low,2025-03-29,2025-03
ISSUE_00867,12.0,Koundampalayam,Unknown,Medium,2023-11-22,2023-11
ISSUE_00868,17.0,Koundampalayam,Garbage Dump,Medium,2024-12-21,2024-12
ISSUE_00869,12.0,Saibaba Colony,Street Light Issue,Unknown,2023-01-24,2023-01
ISSUE_00870,8.0,Unknown,Pothole,Unknown,2024-03-19,2024-03
ISSUE_00871,12.0,Podanur,Unknown,Unknown,2023-12-06,2023-12
ISSUE_00872,12.0,Podanur,Pothole,Medium,2023-12-02,2023-12
ISSUE_00873,12.0,Peelamedu,Garbage Dump,Unknown,2023-04-26,2023-04
ISSUE_00874,15.0,Ukkadam,Pothole,Unknown,2024-05-13,2024-05
ISSUE_00875,12.0,Peelamedu,Unknown,Unknown,2025-05-03,2025-05
ISSUE_00876,20.0,Unknown,Water Pipe Burst,Low,2024-09-19,2024-09
ISSUE_00877,12.0,Ukkadam,Unknown,Low,2024-11-23,2024-11
ISSUE_00878,12.0,Ukkadam,Water Pipe Burst,Medium,2024-08-13,2024-08
ISSUE_00879,11.0,Unknown,Unknown,Low,2023-06-08,2023-06
ISSUE_00880,12.0,Gandhipuram,Unknown,Unknown,2025-03-21,2025-03
ISSUE_00881,12.0,Peelamedu,Unknown,Medium,2023-02-19,2023-02
ISSUE_00882,13.0,Unknown,Water Pipe Burst,Unknown,2025-07-16,2025-07
ISSUE_00883,12.0,Saibaba Colony,Unknown,Unknown,2024-10-11,2024-10
ISSUE_00884,11.0,Unknown,Garbage Dump,Unknown,2023-08-18,2023-08
ISSUE_00885,14.0,Saibaba Colony,Drainage Leakage,Unknown,2023-05-11,2023-05
ISSUE_00886,16.0,Koundampalayam,Pothole,Low,2024-02-03,2024-02
ISSUE_00887,13.0,Podanur,Garbage Dump,Unknown,2024-07-16,2024-07
ISSUE_00888,10.0,Ukkadam,Unknown,Unknown,2024-01-23,2024-01
ISSUE_00889,12.0,Podanur,Water Pipe Burst,High,2023-04-18,2023-04
ISSUE_00890,12.0,Unknown,Water Pipe Burst,Unknown,2023-11-22,2023-11
ISSUE_00891,12.0,Unknown,Drainage Leakage,Low,2024-12-12,2024-12
ISSUE_00892,12.0,Podanur,Unknown,Low,2023-12-27,2023-12
ISSUE_00893,10.0,Ukkadam,Street Light Issue,High,2025-03-17,2025-03
ISSUE_00894,12.0,RS Puram,Pothole,Medium,2024-09-10,2024-09
ISSUE_00895,12.0,RS Puram,Drainage Leakage,Low,2025-07-09,2025-07
ISSUE_00896,8.0,RS Puram,Unknown,Medium,2024-12-20,2024-12
ISSUE_00897,19.0,Peelamedu,Pothole,High,2023-08-05,2023-08
ISSUE_00898,12.0,RS Puram,Pothole,Medium,2023-09-04,2023-09
ISSUE_00899,3.0,Gandhipuram,Street Light Issue,Unknown,2025-01-02,2025-01
ISSUE_00900,12.0,Koundampalayam,Unknown,Unknown,2023-06-04,2023-06
ISSUE_00901,3.0,Unknown,Unknown,High,2024-11-18,2024-11
ISSUE_00902,12.0,Peelamedu,Water Pipe Burst,Unknown,2023-11-25,2023-11
ISSUE_00903,1.0,RS Puram,Garbage Dump,Low,2025-06-20,2025-06
ISSUE_00904,12.0,Podanur,Garbage Dump,Medium,2023-11-14,2023-11
ISSUE_00905,12.0,Koundampalayam,Unknown,Medium,2024-07-07,2024-07
ISSUE_00906,5.0,Unknown,Street Light Issue,High,2023-02-06,2023-02
ISSUE_00907,7.0,Gandhipuram,Unknown,Unknown,2024-06-27,2024-06
ISSUE_00908,12.0,Koundampalayam,Water Pipe Burst,High,2024-10-18,2024-10
ISSUE_00909,12.0,Podanur,Pothole,Low,2023-02-20,2023-02
ISSUE_00910,12.0,Peelamedu,Pothole,Unknown,2025-04-17,2025-04
ISSUE_00911,12.0,RS Puram,Drainage Leakage,Unknown,2024-02-24,2024-02
ISSUE_00912,12.0,Unknown,Pothole,Unknown,2023-12-02,2023-12
ISSUE_00913,12.0,Koundampalayam,Garbage Dump,Medium,2023-01-23,2023-01
ISSUE_00914,12.0,Gandhipuram,Drainage Leakage,Unknown,2024-10-19,2024-10
ISSUE_00915,12.0,Unknown,Pothole,Low,2023-12-16,2023-12
ISSUE_00916,14.0,Ganapathy,Water Pipe Burst,Unknown,2025-04-23,2025-04
ISSUE_00917,12.0,Saibaba Colony,Drainage Leakage,Unknown,2024-02-24,2024-02
ISSUE_00918,6.0,Unknown,Garbage Dump,Medium,2024-08-22,2024-08
ISSUE_00919,1.0,Ukkadam,Pothole,Unknown,2023-07-05,2023-07
